N,P,K,temperature,ph,Soil_moisture,Conductivity,label
27,57,24,27.33534897,6.09186275,0.262364342,3.811493556,pigeonpeas
10,79,18,21.0643684,5.624731338,0.20620905,4.849447673,pigeonpeas
30,75,25,30.33276599,6.446091759,0.241021277,4.149011295,pigeonpeas
40,70,20,31.80130272,5.623490043,0.252317713,3.963257225,pigeonpeas
38,55,19,33.18184225,5.864623352,0.30519502,3.276593438,pigeonpeas
35,58,20,29.38538562,5.761702519,0.268897218,3.71889307,pigeonpeas
38,61,21,30.27374995,4.696518678,0.260614583,3.837083822,pigeonpeas
33,58,24,35.45790488,5.269504214,0.31702526,3.154322783,pigeonpeas
16,56,17,33.80020039,7.445444883,0.391013488,2.557456538,pigeonpeas
31,72,17,28.69180475,5.833031708,0.247431706,4.041519234,pigeonpeas
16,80,20,31.24021696,7.339320929,0.277932905,3.597990676,pigeonpeas
27,72,17,28.98039357,6.347929353,0.258451669,3.86919537,pigeonpeas
40,62,19,27.32198928,4.697750704,0.234066027,4.272298771,pigeonpeas
18,58,16,21.47607807,4.962661422,0.244305196,4.09324081,pigeonpeas
3,68,16,18.31910448,4.964887857,0.222058672,4.503314328,pigeonpeas
26,67,24,36.97794384,5.642813116,0.324597811,3.080735505,pigeonpeas
16,70,20,24.80467592,5.6093956,0.243440339,4.107782649,pigeonpeas
24,63,19,19.3479443,4.681576043,0.191961739,5.209371445,pigeonpeas
9,76,25,28.88302142,5.70951224,0.271663831,3.681020016,pigeonpeas
16,55,19,19.54314136,6.413543781,0.228257126,4.381024227,pigeonpeas
28,75,21,24.7741949,6.007508163,0.20785641,4.811013515,pigeonpeas
16,71,24,18.33124824,4.946369874,0.17415539,5.741998583,pigeonpeas
24,70,21,19.14729038,5.517208078,0.175193829,5.707963594,pigeonpeas
38,72,21,28.23416057,5.902103172,0.223161531,4.481059057,pigeonpeas
9,66,21,30.11812084,5.719889876,0.324147092,3.085019192,pigeonpeas
34,56,17,33.4126864,4.548202098,0.321613892,3.109318429,pigeonpeas
1,76,19,24.18553163,6.669529416,0.262349288,3.811712272,pigeonpeas
6,69,19,26.88630675,4.750929218,0.296662838,3.370830022,pigeonpeas
26,73,21,31.33170829,4.946263888,0.269430902,3.711526744,pigeonpeas
27,61,18,33.30711818,5.266227032,0.323652058,3.089737804,pigeonpeas
27,71,23,23.45379018,7.10959773,0.20209744,4.948108212,pigeonpeas
36,61,21,34.53823889,5.617008201,0.301171516,3.320367122,pigeonpeas
17,73,18,19.50112224,5.632353113,0.189825206,5.268004294,pigeonpeas
26,72,22,28.76794904,4.674941549,0.248066242,4.031181316,pigeonpeas
17,64,16,30.97758716,7.161797643,0.329665847,3.033374579,pigeonpeas
14,74,19,18.39759147,6.624966131,0.181285902,5.516148753,pigeonpeas
39,60,15,35.09357419,5.004074624,0.3166103,3.158456943,pigeonpeas
6,66,15,34.93174223,6.345806011,0.413008531,2.42125749,pigeonpeas
8,59,18,29.50523036,6.216814453,0.358885063,2.786407413,pigeonpeas
2,67,18,34.51934775,5.921666758,0.408268365,2.449369302,pigeonpeas
1,76,17,28.43430726,6.012719118,0.313130928,3.193552312,pigeonpeas
16,73,19,18.41645629,4.684079249,0.179782003,5.562292026,pigeonpeas
23,75,25,31.07508973,7.077170002,0.260773087,3.834751548,pigeonpeas
32,70,20,20.89342749,6.208843215,0.179454324,5.572448629,pigeonpeas
28,59,22,30.90607799,7.05181629,0.292716312,3.416276988,pigeonpeas
5,62,23,27.9348279,4.722222454,0.321498088,3.110438407,pigeonpeas
36,67,25,35.95176642,6.418062652,0.288685675,3.463975133,pigeonpeas
1,66,23,19.54317155,4.803564468,0.228257462,4.381017789,pigeonpeas
24,73,20,19.63736208,4.608695247,0.17638771,5.669329227,pigeonpeas
17,67,18,31.2192752,5.611510977,0.315875247,3.165806784,pigeonpeas
5,55,18,33.50876355,7.322097972,0.442420046,2.260295414,pigeonpeas
5,56,24,24.80710166,5.023115055,0.303612961,3.293667035,pigeonpeas
37,77,17,36.20970524,5.617122801,0.284043551,3.520586878,pigeonpeas
13,73,20,30.50420876,5.391560418,0.297209517,3.364629812,pigeonpeas
6,63,23,26.01630259,5.906596905,0.293655463,3.405351258,pigeonpeas
16,77,22,31.48469278,6.574209678,0.282475589,3.540128909,pigeonpeas
25,64,20,33.15122581,4.807776749,0.313313998,3.191686313,pigeonpeas
34,75,24,23.50222822,4.760038039,0.18422728,5.428077757,pigeonpeas
20,77,23,34.87248659,5.180271502,0.298937388,3.345182099,pigeonpeas
35,80,25,28.09269012,4.895927306,0.207804929,4.812205383,pigeonpeas
14,75,24,24.54757829,6.436160044,0.226084764,4.423119824,pigeonpeas
36,80,21,33.64769646,7.066087261,0.252902894,3.954086822,pigeonpeas
7,77,18,20.5591255,6.655918078,0.211363975,4.731175205,pigeonpeas
29,78,25,19.95991719,5.982854523,0.158787251,6.297734805,pigeonpeas
30,60,21,28.87667593,5.457871273,0.269159243,3.715272752,pigeonpeas
20,74,16,36.04353699,4.759490199,0.336759427,2.96947886,pigeonpeas
19,57,23,23.6734328,7.342409555,0.249226594,4.012412898,pigeonpeas
3,60,19,25.74679443,4.820788186,0.32618042,3.065787948,pigeonpeas
5,77,19,31.08564994,6.242052013,0.317679702,3.147824656,pigeonpeas
5,68,20,18.72987676,5.001038726,0.212149212,4.713663503,pigeonpeas
37,73,21,29.50304807,5.560224583,0.232847695,4.294652774,pigeonpeas
9,59,24,20.43517772,4.747352458,0.232991062,4.292010134,pigeonpeas
20,72,15,36.00415838,7.313517308,0.345833256,2.891566913,pigeonpeas
31,56,23,31.46846241,5.661826398,0.29516784,3.387902963,pigeonpeas
0,70,21,36.30049702,4.672437054,0.409895572,2.439645776,pigeonpeas
21,74,15,29.49096726,6.471862118,0.277190611,3.607625795,pigeonpeas
13,67,18,30.5753044,5.384762927,0.322196984,3.103691377,pigeonpeas
27,74,20,24.69487673,5.859813416,0.212354353,4.709109963,pigeonpeas
29,72,24,23.17409556,6.962386495,0.193392764,5.170824269,pigeonpeas
5,68,20,19.04380471,6.12166671,0.215524782,4.639837663,pigeonpeas
39,57,19,29.32379604,6.421748487,0.263685183,3.792401184,pigeonpeas
22,62,16,34.6455408,4.828936119,0.356455408,2.805399996,pigeonpeas
18,55,23,21.9989826,6.98571967,0.239572735,4.174097684,pigeonpeas
39,77,21,22.99774444,4.603563116,0.175166018,5.708869862,pigeonpeas
13,75,20,30.55992394,6.979540061,0.292221518,3.422061479,pigeonpeas
27,71,24,31.46417866,7.064973419,0.266099825,3.75798819,pigeonpeas
26,64,22,25.95058595,5.16516459,0.240630232,4.155753801,pigeonpeas
23,55,16,21.01142393,5.111488821,0.234164084,4.270509727,pigeonpeas
4,69,19,19.25100056,5.374358869,0.220119571,4.542985406,pigeonpeas
20,67,19,19.24462755,5.671419084,0.190987052,5.235957033,pigeonpeas
7,74,17,22.47253208,5.667419697,0.239515633,4.175092813,pigeonpeas
17,64,18,36.75087487,6.07938452,0.381321968,2.62245578,pigeonpeas
35,71,17,29.89286629,6.931924963,0.251161515,3.981501711,pigeonpeas
11,72,22,29.37735586,6.842744374,0.289308151,3.456522038,pigeonpeas
20,60,22,29.65052947,6.876572503,0.300495387,3.327838108,pigeonpeas
10,71,18,19.54284889,6.151029296,0.207503524,4.81919526,pigeonpeas
33,61,24,20.04611791,4.567446499,0.178356931,5.60673472,pigeonpeas
3,49,18,27.91095209,3.692863601,0.413013601,2.421227768,mothbeans
22,59,23,27.32220619,4.371745575,0.272328906,3.672030325,mothbeans
36,58,25,28.66024187,8.399135958,0.24924573,4.012104841,mothbeans
4,43,18,29.02955344,8.840656256,0.46199313,2.164534352,mothbeans
29,54,16,27.78031515,8.153022903,0.290710254,3.439851144,mothbeans
32,43,22,31.99928579,5.270749441,0.340198823,2.939457557,mothbeans
14,55,15,27.33580911,8.050304395,0.337331061,2.964446848,mothbeans
5,35,20,28.92952635,9.679240873,0.498825439,2.004709306,mothbeans
25,57,24,27.65472156,6.974978386,0.270327562,3.699215844,mothbeans
11,53,24,28.52396666,7.39389918,0.335499621,2.980629297,mothbeans
40,49,17,31.02215872,6.68727523,0.302095837,3.310207813,mothbeans
38,56,25,25.74095321,7.88118645,0.224713893,4.450103146,mothbeans
27,43,23,31.70447482,5.875333778,0.35166102,2.843647559,mothbeans
24,38,22,24.47876451,8.202706015,0.303318625,3.296863157,mothbeans
23,45,21,31.46511256,8.985348193,0.364776546,2.741404326,mothbeans
29,57,20,25.60973447,5.87707519,0.251035231,3.983504613,mothbeans
31,35,23,30.30260453,7.707595055,0.351714658,2.84321389,mothbeans
0,55,25,28.17489437,4.524171562,0.36468618,2.742083621,mothbeans
7,45,22,25.50634557,9.926212291,0.358193859,2.791784322,mothbeans
17,58,25,31.12896766,6.455592696,0.321289677,3.112456057,mothbeans
11,44,17,26.34043268,8.016210782,0.379728232,2.633462347,mothbeans
22,49,22,28.23494706,3.71105919,0.314354269,3.181124283,mothbeans
9,51,19,27.04453473,5.49091063,0.354994111,2.816948142,mothbeans
28,48,15,25.16125354,9.254089438,0.287486303,3.478426592,mothbeans
26,50,19,27.3179125,6.005242945,0.298083289,3.354767058,mothbeans
36,56,20,25.4123765,7.437078236,0.23582479,4.240436297,mothbeans
8,60,18,31.21629982,3.808429173,0.374608137,2.66945616,mothbeans
24,37,21,30.573999,5.818219385,0.385048768,2.597073624,mothbeans
22,43,24,25.42517036,4.52363558,0.296912027,3.368000993,mothbeans
36,43,24,27.09400578,3.510404312,0.272757338,3.666262505,mothbeans
22,44,24,24.30935081,6.030447288,0.281215009,3.555997966,mothbeans
17,43,22,30.06142622,5.498340808,0.378797881,2.639930292,mothbeans
8,45,15,28.09568993,4.61136408,0.427877793,2.337115915,mothbeans
7,56,23,26.33908791,5.545219232,0.317896371,3.145679193,mothbeans
36,57,16,28.61409059,8.292875734,0.271688904,3.680680306,mothbeans
11,45,19,28.70012137,3.828031463,0.396001618,2.525242206,mothbeans
6,36,22,24.21610338,8.869532817,0.394001615,2.538060661,mothbeans
17,57,20,28.50677929,3.793575185,0.313901907,3.185708582,mothbeans
4,47,20,25.97948991,4.193189124,0.379992816,2.631628702,mothbeans
9,49,16,30.88482722,7.661537348,0.430876044,2.320853097,mothbeans
25,51,24,25.5042419,9.392694614,0.265042419,3.772980958,mothbeans
36,44,21,25.12528913,4.516154055,0.258666229,3.865985923,mothbeans
21,38,20,27.10508014,5.794289715,0.355760508,2.810879727,mothbeans
37,57,20,31.1006247,7.354286985,0.281584427,3.551332756,mothbeans
32,48,18,26.45707778,5.993513566,0.280174263,3.569207211,mothbeans
29,44,20,30.04132304,8.620107545,0.333777667,2.99600632,mothbeans
25,51,18,27.77799528,9.45949344,0.306148886,3.266384579,mothbeans
10,44,24,30.99256944,8.0344125,0.410161147,2.438066131,mothbeans
23,35,18,26.4908332,5.414492777,0.361721489,2.764557896,mothbeans
9,60,23,31.96987867,6.276004336,0.358368246,2.790425798,mothbeans
3,58,21,25.36140526,9.160691747,0.321480552,3.110608072,mothbeans
22,42,22,25.54249137,7.887658711,0.308633621,3.240087707,mothbeans
12,39,21,28.99319096,8.183844843,0.416572097,2.400544847,mothbeans
39,36,22,29.34317422,9.072011412,0.312816229,3.196765088,mothbeans
32,41,16,28.63618921,7.702287236,0.33299089,3.003085159,mothbeans
30,41,15,24.83206631,5.88509677,0.300372864,3.329195542,mothbeans
19,36,22,25.44689075,6.16496284,0.343466114,2.911495371,mothbeans
4,46,15,31.01274943,3.504752314,0.492503837,2.030441032,mothbeans
21,39,20,27.06179658,7.388007483,0.350772457,2.85085097,mothbeans
35,57,25,27.0956288,8.340398059,0.240133579,4.164348868,mothbeans
22,55,24,28.56800579,8.66077954,0.292752533,3.415854309,mothbeans
35,51,17,28.79929247,3.558822825,0.289313519,3.456457904,mothbeans
17,56,17,27.94293692,5.9565851,0.321588188,3.109566947,mothbeans
28,57,17,30.47757686,9.416003106,0.308603695,3.240401904,mothbeans
22,36,16,30.58139475,8.18422855,0.426775605,2.343151738,mothbeans
11,41,19,26.85911286,5.131779302,0.392381871,2.548537721,mothbeans
38,38,18,26.31051759,6.294130313,0.290537421,3.441897419,mothbeans
23,37,24,28.77833449,7.991902443,0.354503982,2.820842785,mothbeans
25,35,20,28.90245417,8.923095695,0.373780677,2.675365692,mothbeans
40,45,20,29.37687468,6.878498176,0.289303568,3.456576791,mothbeans
23,58,19,24.17093241,5.243634849,0.251709324,3.972836539,mothbeans
2,56,23,26.65333029,7.550090941,0.341399139,2.929122791,mothbeans
3,56,17,28.19912143,8.709291688,0.384198966,2.60281804,mothbeans
26,51,25,28.76488954,7.792508068,0.291812643,3.426856326,mothbeans
39,42,20,29.3499706,8.055908858,0.300494758,3.327845069,mothbeans
27,59,20,28.00937423,4.397698806,0.273673342,3.653991264,mothbeans
24,45,19,26.85851927,5.952384957,0.316574083,3.158818283,mothbeans
7,40,17,31.2123945,8.532078733,0.503318664,1.986812871,mothbeans
15,45,23,24.20422636,7.224193642,0.303665378,3.293098499,mothbeans
26,52,23,29.98835437,4.931890506,0.30681539,3.259288918,mothbeans
20,45,16,29.93964907,4.626212446,0.381970976,2.617999959,mothbeans
34,54,24,31.2119298,5.026003659,0.287606516,3.476972684,mothbeans
19,51,25,26.80474415,3.5253661,0.292681517,3.41668312,mothbeans
29,41,21,31.49398069,8.86979671,0.357076711,2.800518683,mothbeans
20,50,22,30.99694676,9.406887533,0.3477929,2.875274341,mothbeans
11,40,23,29.61253065,5.80428611,0.413682847,2.417310769,mothbeans
15,54,15,29.97604322,8.35495812,0.368762419,2.711773076,mothbeans
35,55,22,30.88883074,8.634929739,0.284721703,3.512201526,mothbeans
9,59,25,30.39321309,7.699200949,0.337561431,2.962423749,mothbeans
40,45,18,30.43683729,5.261285926,0.305212013,3.276411016,mothbeans
35,38,19,25.32688786,9.112771682,0.286161825,3.494526223,mothbeans
14,58,17,30.53684308,4.605700542,0.354346551,2.822096041,mothbeans
40,55,18,30.38257873,7.115994051,0.277721936,3.600723859,mothbeans
18,36,23,24.01825377,7.214078621,0.324912387,3.077752776,mothbeans
35,52,15,28.69841277,9.93509073,0.29116091,3.434526983,mothbeans
4,59,22,29.33743412,8.914074888,0.35691099,2.801819022,mothbeans
22,51,16,27.96583691,8.639586199,0.325458842,3.072585138,mothbeans
33,47,17,24.86803974,8.621514073,0.266680822,3.74980095,mothbeans
2,51,17,25.87682261,5.838508699,0.383954609,2.604474532,mothbeans
16,51,21,31.01963639,3.532008668,0.363859504,2.748313533,mothbeans
19,55,20,27.43329405,7.18530147,0.302481852,3.305983466,mungbean
8,54,20,28.3340432,7.034214276,0.357732234,2.795386897,mungbean
36,55,20,27.01470397,6.635968698,0.25238472,3.962204995,mungbean
10,56,16,28.17432665,6.828187499,0.355784471,2.810690405,mungbean
22,56,17,29.87888063,6.89077995,0.325040849,3.076536392,mungbean
9,57,24,29.89232778,7.165121109,0.343248086,2.913344719,mungbean
34,59,23,28.56212158,6.935804256,0.254845876,3.923940293,mungbean
31,51,25,27.53592929,7.196774236,0.266690928,3.749658857,mungbean
0,49,18,29.68361658,6.990095452,0.457964427,2.183575715,mungbean
21,39,20,28.14448546,7.064782138,0.364306068,2.744944669,mungbean
28,35,22,29.53037621,7.156563094,0.359180897,2.784112433,mungbean
17,52,17,27.88352946,6.364967184,0.335854994,2.977475454,mungbean
24,42,23,28.22471276,6.428054409,0.328367559,3.045367827,mungbean
28,46,16,29.008124,6.664187809,0.3334236,2.99918782,mungbean
21,38,21,29.75538903,6.637677489,0.384442363,2.601170153,mungbean
34,60,25,29.78416743,6.79385576,0.258690483,3.865623466,mungbean
19,53,22,27.8640132,6.852884643,0.30706397,3.256650395,mungbean
31,58,15,27.11026483,7.121571293,0.270291008,3.699716123,mungbean
19,35,24,27.11030369,6.883308033,0.360388509,2.774783256,mungbean
24,53,17,28.95451232,6.421271178,0.318665025,3.138091483,mungbean
13,47,20,29.21780035,6.54450214,0.377722504,2.647446177,mungbean
31,53,16,28.7420098,6.452006451,0.297420098,3.362247564,mungbean
28,45,23,29.65021184,6.489259136,0.31927304,3.132115383,mungbean
31,37,21,27.23924995,6.713410626,0.317294943,3.151641781,mungbean
33,60,15,28.95172351,6.510840928,0.277330773,3.605802516,mungbean
34,45,21,28.18837136,6.287380117,0.291883714,3.426021917,mungbean
13,57,25,28.30041493,6.86308576,0.30842542,3.242274904,mungbean
33,57,17,27.89636126,6.78415271,0.270059451,3.702888368,mungbean
32,57,22,28.6899851,6.769415888,0.267477343,3.738634412,mungbean
23,59,25,27.8262623,6.320768488,0.269404321,3.711892957,mungbean
35,41,18,28.70562673,6.705008504,0.316017306,3.164383666,mungbean
6,48,24,28.6362812,6.790736339,0.379952323,2.631909161,mungbean
29,36,25,28.28511547,7.130278657,0.325390172,3.073233571,mungbean
4,36,22,27.60887393,7.012740397,0.46143345,2.167159747,mungbean
10,59,22,28.60901145,7.155685016,0.325373752,3.073388659,mungbean
14,48,21,29.24598976,6.991242362,0.364409515,2.744165447,mungbean
8,50,21,28.62911222,6.218923893,0.375052053,2.66629656,mungbean
20,40,15,29.57329479,7.199495368,0.407643931,2.453121278,mungbean
36,43,22,27.82684262,6.389882166,0.285414283,3.503678892,mungbean
14,57,15,29.8757015,6.623438282,0.359019785,2.785361816,mungbean
11,60,23,27.33684386,7.033012777,0.301455786,3.31723605,mungbean
10,59,15,29.83040388,6.32400451,0.367028618,2.724583185,mungbean
7,60,25,28.2753171,6.397636709,0.318209968,3.142579111,mungbean
2,47,15,29.86860065,6.401455706,0.482321885,2.07330422,mungbean
20,45,22,29.5888162,6.904587016,0.351595589,2.844176755,mungbean
2,39,15,28.07219563,6.478557136,0.519146351,1.926239102,mungbean
27,40,24,27.84026517,7.063022095,0.316925991,3.155310794,mungbean
35,48,15,27.10818093,6.981758362,0.286818173,3.486529429,mungbean
4,59,25,27.68515114,6.227134139,0.325967627,3.067789309,mungbean
1,48,24,29.34594634,6.232836962,0.415697895,2.405593129,mungbean
36,43,21,28.36319404,7.140437859,0.29363194,3.405624057,mungbean
11,46,24,27.65280218,6.459252023,0.353738299,2.826948635,mungbean
34,47,19,27.31372793,6.568795404,0.283137279,3.531855651,mungbean
21,44,18,27.06909959,7.12851089,0.338181923,2.956988333,mungbean
17,58,20,28.06642822,6.42937879,0.305962402,3.268375436,mungbean
25,40,21,27.73329078,6.248900919,0.334108032,2.993043876,mungbean
2,38,18,27.53632932,6.619891498,0.492005678,2.032496869,mungbean
9,48,20,29.66461594,6.377568542,0.398241765,2.511037482,mungbean
37,49,25,29.9145443,6.415459592,0.278509408,3.590542979,mungbean
36,38,15,28.36363858,6.320662012,0.329928523,3.030959524,mungbean
40,58,15,29.46416042,6.978400282,0.26959434,3.709276686,mungbean
30,44,16,29.73013036,6.442335593,0.341445893,2.928721712,mungbean
1,59,23,27.46852989,7.184398832,0.342994336,2.915500039,mungbean
9,48,22,27.77076285,6.402926221,0.364186872,2.745843077,mungbean
14,41,17,29.12939524,7.085982325,0.418463823,2.389692837,mungbean
35,52,19,27.10606808,6.698574085,0.265151586,3.771427569,mungbean
31,48,17,28.88078945,6.594739424,0.311258223,3.212766522,mungbean
4,41,20,28.14720892,6.647965508,0.448418599,2.230059152,mungbean
30,37,25,29.89129144,7.120032489,0.335774907,2.978185622,mungbean
9,35,20,27.41503453,6.91380932,0.443984915,2.252328778,mungbean
20,41,20,29.27308605,7.073048264,0.373741803,2.675643965,mungbean
37,50,23,29.65296893,6.5304707,0.278663354,3.588559407,mungbean
34,35,21,28.44524991,6.684381357,0.327169443,3.056520161,mungbean
14,37,15,27.96235681,6.581351374,0.438823588,2.278820071,mungbean
23,39,22,29.25649321,6.86483915,0.360196348,2.776263575,mungbean
5,45,21,28.36291385,6.487124217,0.413562167,2.418016153,mungbean
22,37,20,27.62749466,6.605733068,0.36237335,2.759584831,mungbean
40,51,17,28.66086349,6.860602782,0.274637625,3.641161696,mungbean
27,56,20,29.2114218,6.41874299,0.293314775,3.409306609,mungbean
31,40,22,29.40889385,6.365513634,0.326977353,3.058315783,mungbean
38,36,21,28.02952623,6.556372966,0.30557396,3.272530156,mungbean
6,37,17,28.08657178,6.760694228,0.484776196,2.062807554,mungbean
6,47,18,29.16174608,6.715276663,0.424813325,2.353975125,mungbean
24,44,17,29.8596912,6.666380512,0.363055191,2.754402157,mungbean
25,59,19,29.06631494,6.626629798,0.29190597,3.425760696,mungbean
32,56,21,27.38538997,6.702772465,0.260416422,3.840003612,mungbean
8,45,18,27.93034941,7.011030515,0.40746971,2.454170152,mungbean
19,39,17,29.2808618,6.890156495,0.403744824,2.476811938,mungbean
39,37,15,28.9973145,6.821747052,0.329640819,3.033604892,mungbean
33,37,19,27.92678579,7.183189922,0.325020065,3.076733124,mungbean
26,54,17,28.5474135,6.27258822,0.30461251,3.282859259,mungbean
21,51,15,29.36488409,6.679127482,0.349021656,2.865151724,mungbean
22,54,20,28.56149805,6.689825155,0.307932271,3.247467359,mungbean
29,45,16,28.43683487,6.583381939,0.327075943,3.057393922,mungbean
4,40,21,28.79728147,6.725551062,0.458419715,2.181407054,mungbean
10,37,22,28.7275267,7.069747814,0.43083372,2.321081087,mungbean
4,44,19,27.95639663,6.921993878,0.432185024,2.313823811,mungbean
20,45,17,28.17458662,6.770955317,0.355787642,2.81066536,mungbean
23,45,23,28.77653519,6.983130466,0.327214672,3.056097676,mungbean
25,48,21,28.438097,6.267684328,0.313171245,3.193141187,mungbean
56,79,15,29.48439992,7.454532137,0.203229333,4.92054954,blackgram
25,62,21,26.73433965,7.040056094,0.256799441,3.89408947,blackgram
42,61,22,26.27274407,7.418650668,0.218181953,4.58333051,blackgram
42,73,25,34.03679184,6.501869314,0.250262799,3.995799634,blackgram
44,58,18,28.03644051,6.814410928,0.241970338,4.132737963,blackgram
50,55,16,28.81460716,7.581442888,0.246401712,4.058413359,blackgram
35,72,21,34.03619494,7.741418772,0.273720273,3.653364762,blackgram
30,64,20,33.8642935,6.573531614,0.305827136,3.269821028,blackgram
27,64,21,32.84213012,7.543804223,0.302161876,3.30948435,blackgram
50,74,17,27.10053268,6.5408208,0.199294558,5.017698476,blackgram
39,73,24,25.65842532,7.22405917,0.196017833,5.101576645,blackgram
57,67,25,32.34744009,7.551364319,0.223808323,4.468109084,blackgram
52,63,19,29.58949031,6.928898659,0.228279778,4.380589498,blackgram
55,66,22,30.91219459,7.747775263,0.2231622,4.481045627,blackgram
51,56,18,28.12787838,6.706505915,0.233023027,4.291421379,blackgram
36,66,15,30.08545364,6.668238556,0.265687638,3.763818323,blackgram
59,55,19,31.74379487,7.332375138,0.246193946,4.061838297,blackgram
50,58,23,27.81326852,7.596802025,0.219948615,4.546516474,blackgram
30,65,25,32.88733849,7.70650895,0.282394487,3.541145612,blackgram
20,62,18,29.36358721,7.366542647,0.303635872,3.293418505,blackgram
58,71,15,27.82592799,6.919243702,0.200180055,4.995502662,blackgram
25,71,24,28.49538735,7.187721818,0.245794895,4.068432754,blackgram
52,71,16,27.74274761,7.075886472,0.206782357,4.836002524,blackgram
40,63,18,30.41588462,6.74441168,0.25963541,3.851554762,blackgram
20,60,25,27.3254209,6.726469088,0.269765913,3.706917555,blackgram
48,61,21,30.28496619,6.628264883,0.240653586,4.155350503,blackgram
49,68,22,28.56840626,7.127064207,0.212722347,4.700963548,blackgram
48,62,15,25.36586097,7.538631462,0.210926888,4.740979259,blackgram
32,66,17,34.9466155,7.162357641,0.312579265,3.19918853,blackgram
21,63,22,25.09737391,6.859409487,0.246201641,4.061711357,blackgram
20,72,19,32.47648301,7.397190844,0.301589937,3.315760499,blackgram
25,65,21,33.86351172,6.880245789,0.314085691,3.183844499,blackgram
41,78,21,25.19857725,6.581313137,0.187132695,5.343801637,blackgram
53,67,17,31.77681682,7.296972161,0.239246838,4.179783557,blackgram
39,60,21,34.89814946,6.97297656,0.299151246,3.342790695,blackgram
25,76,17,31.74105409,7.241148507,0.27746656,3.604037905,blackgram
21,78,19,27.16159076,6.92009048,0.238657549,4.19010421,blackgram
57,60,17,26.23773129,7.504608385,0.203266651,4.919646155,blackgram
56,75,15,30.20157245,7.152272256,0.2137094,4.67925135,blackgram
49,72,15,31.55846339,7.137004749,0.239400466,4.177101308,blackgram
24,80,19,29.67892453,6.808041722,0.249422151,4.009267009,blackgram
49,76,18,27.05365239,7.393631868,0.196179387,5.097375487,blackgram
28,68,19,34.63880966,7.69950698,0.309902693,3.226819333,blackgram
55,78,21,33.39438752,6.602888249,0.223340179,4.477474702,blackgram
50,64,25,28.84079155,6.734447425,0.214681954,4.658053382,blackgram
34,80,19,31.49338309,6.521217963,0.244311151,4.093141044,blackgram
20,68,23,25.54960633,7.707332484,0.239185643,4.180852952,blackgram
55,67,16,34.37329112,6.596719015,0.256328197,3.90124853,blackgram
23,70,15,34.6008247,7.403623355,0.329637266,3.033637589,blackgram
53,74,15,29.43463808,7.517097,0.214328437,4.665736442,blackgram
26,67,16,29.10713092,7.17620823,0.27621221,3.620404757,blackgram
33,80,22,28.57006111,6.593961761,0.21903749,4.565428509,blackgram
37,79,19,27.54384835,7.143942758,0.211435914,4.729565486,blackgram
33,75,21,33.04687968,6.690655045,0.2639293,3.788893467,blackgram
22,55,20,33.95309131,7.423530351,0.360341148,2.775147959,blackgram
20,68,17,30.11873003,6.578714843,0.296368857,3.374173686,blackgram
43,68,20,29.57812712,7.497469256,0.233420818,4.284108032,blackgram
44,76,22,27.26458947,7.775306272,0.199046405,5.023954095,blackgram
34,60,16,31.35730791,7.322555223,0.294157345,3.399541158,blackgram
21,72,17,31.52104732,7.580527339,0.295645885,3.382424893,blackgram
25,68,19,29.39982732,7.108450121,0.27142703,3.684231454,blackgram
41,62,15,29.38400259,7.358974541,0.257491547,3.883622628,blackgram
28,65,23,28.38686534,7.405176138,0.253335046,3.947341734,blackgram
35,64,15,28.47442276,6.500144962,0.258547568,3.867760225,blackgram
52,58,16,30.64095781,7.167435834,0.251118713,3.982180336,blackgram
58,75,25,25.25596239,7.261791753,0.166176977,6.017680771,blackgram
34,66,19,32.97030511,7.586642101,0.285464749,3.503059499,blackgram
52,70,16,33.66855394,7.534811833,0.251221405,3.980552527,blackgram
23,57,19,32.83963757,7.251000789,0.341814521,2.925563248,blackgram
42,58,25,27.45853567,6.513620918,0.227668285,4.392355301,blackgram
37,62,17,25.68576704,7.121254928,0.230049716,4.346886482,blackgram
44,75,22,30.0328403,7.574561547,0.220091066,4.543573796,blackgram
21,80,20,28.20667264,7.350869792,0.24137746,4.142888904,blackgram
56,76,16,28.27265858,7.513151076,0.197788234,5.055912486,blackgram
29,76,15,28.5417236,7.025607706,0.24618103,4.06205141,blackgram
43,61,20,26.87187036,6.804253866,0.224773148,4.448929993,blackgram
55,60,15,32.79766751,7.163043872,0.259982058,3.846419282,blackgram
44,63,15,26.42333018,7.338929556,0.224781395,4.448766769,blackgram
29,67,21,29.79181107,6.621323612,0.263177872,3.799711545,blackgram
47,63,16,27.44003279,6.661870999,0.225714546,4.430374639,blackgram
40,68,17,34.1262979,7.733149554,0.281010383,3.558587368,blackgram
58,61,15,30.94908189,7.402891666,0.238425984,4.194173731,blackgram
41,74,18,28.75751783,6.599147298,0.223740736,4.469458802,blackgram
58,79,17,27.24766491,7.04174124,0.183426396,5.451778067,blackgram
27,62,24,28.63005477,7.353876754,0.262212874,3.813695279,blackgram
27,60,17,26.41768321,7.026795359,0.263631569,3.793172428,blackgram
52,65,20,32.81705216,6.814301033,0.246839797,4.051210595,blackgram
44,55,25,29.6321052,7.42160832,0.247033106,4.04804042,blackgram
21,62,24,33.49077065,6.847382891,0.322343651,3.102279189,blackgram
60,59,22,31.86847286,7.191522601,0.233109737,4.289825104,blackgram
33,77,21,30.32992227,7.01285529,0.239159712,4.181306256,blackgram
