pH,P,K,soil_moisture,Temperature,crop
6.277629046,11.60153227,62.39879068,66.10778594,85.29219686,Cinnamon
5.87302007,8.438055146,71.27244973,64.13163663,84.15629991,Cinnamon
5.912012344,12.98869528,78.38685189,62.75177147,73.35783669,Cinnamon
5.631301665,11.89673285,71.36368329,66.92145929,72.40806264,Cinnamon
6.241374807,13.93179777,69.98123844,67.43474098,81.35307811,Cinnamon
6.385186982,13.10496961,53.5110472,67.55716403,69.37379265,Cinnamon
5.904645271,11.02503568,48.9510002,61.33891111,73.60832312,Cinnamon
6.447972524,5.963051726,77.54901074,62.7725522,70.37238044,Cinnamon
5.517361483,14.64072808,64.45683551,67.61385961,84.34860884,Cinnamon
6.07516729,5.98731449,69.35136669,67.70836342,69.20703151,Cinnamon
6.294341807,9.790576594,44.90873337,65.2460256,73.31394387,Cinnamon
5.544045607,14.16510245,79.08354976,67.33476398,68.87173507,Cinnamon
5.525161787,10.31425401,79.21437611,68.01539719,74.50142496,Cinnamon
5.623956302,5.367171366,53.62111695,69.74834726,85.79181163,Cinnamon
6.210540669,13.03942019,65.82377583,65.43236487,70.82487979,Cinnamon
5.889412792,11.11605764,63.51953667,64.79390923,82.96080642,Cinnamon
6.160052448,13.38090736,42.13655205,65.30899493,70.84433542,Cinnamon
6.087743812,5.00758021,76.92595684,67.63006284,69.18735283,Cinnamon
5.77707775,13.57123552,62.48285378,63.54540031,68.99291598,Cinnamon
6.276999422,10.90920909,48.08282693,66.90578836,69.28969626,Cinnamon
6.140660017,9.82546555,57.89731009,63.32972241,79.70859105,Cinnamon
5.595787174,14.64290659,77.02113564,67.23136382,69.15171606,Cinnamon
5.939672365,9.066875456,64.09988238,66.76569277,73.53550663,Cinnamon
6.371398123,11.60276389,68.45575835,68.92437127,85.05740573,Cinnamon
5.935534032,10.12407585,43.8272869,62.54172891,79.58207325,Cinnamon
6.253641757,7.728281618,66.72875093,61.31288195,68.57125064,Cinnamon
5.694329694,10.66546215,45.48094378,65.79276234,71.87169843,Cinnamon
6.447647743,13.0570858,71.56681943,60.52125478,74.02646674,Cinnamon
6.335571137,12.85000613,77.72968936,67.13212908,79.9870182,Cinnamon
6.090882933,14.94381304,42.86811347,66.39839886,70.05909715,Cinnamon
6.299075112,10.50442816,60.56050085,66.68753114,81.46289787,Cinnamon
6.065091758,6.979809554,40.07696145,67.92362153,78.1773762,Cinnamon
6.042487647,10.67039775,66.86969552,62.63963239,81.43266967,Cinnamon
5.999214237,14.78729896,72.91352519,69.8687184,85.98179777,Cinnamon
5.939672558,13.40219486,49.41119814,69.74091286,69.82262188,Cinnamon
5.691001049,6.052776211,66.69387527,62.97787982,76.68510075,Cinnamon
5.854145759,13.91685184,50.39172245,67.13454078,82.97805122,Cinnamon
5.800919422,9.139685599,47.28770971,68.27587815,84.94495626,Cinnamon
5.687153654,8.224823972,49.51677392,62.00977594,69.23101469,Cinnamon
5.673167123,14.96577482,61.00032539,60.79573108,72.37966003,Cinnamon
6.497771431,11.93948615,40.15827255,66.01498067,77.561942,Cinnamon
5.710803898,10.86155435,73.08202461,66.65107725,68.16625892,Cinnamon
6.47326493,7.514909199,69.93807419,62.62997284,79.5849289,Cinnamon
6.436098869,14.21041396,69.57756944,67.6014704,78.29010082,Cinnamon
6.14045755,10.81823249,64.25943053,68.2294711,79.21951589,Cinnamon
6.302925361,11.01703972,49.79513705,61.75616483,82.18866594,Cinnamon
6.311900927,5.818163801,74.75597411,69.22927791,85.89197376,Cinnamon
6.144977345,12.23610263,62.15693204,69.9213895,71.45243057,Cinnamon
6.059726367,14.68695732,72.89764624,61.57192244,76.56707713,Cinnamon
5.704963397,10.96487747,67.91714832,64.2397369,82.3979213,Cinnamon
6.394878082,7.5337892,68.21095147,64.98511233,82.17539085,Cinnamon
6.160996331,13.68020988,63.87239439,64.0750977,78.48052065,Cinnamon
6.48244,13.71881496,53.91042764,63.46204863,68.78728974,Cinnamon
6.440036077,8.485866855,67.81924776,64.13371091,81.48164295,Cinnamon
5.68017205,7.931148945,63.00504006,60.23415537,85.43204783,Cinnamon
5.759389249,7.515074548,71.61695674,66.49884994,85.64902781,Cinnamon
5.841444048,10.05594316,59.3089462,62.6020626,74.78533634,Cinnamon
6.113948716,11.26100085,68.3038568,68.69119243,71.32114112,Cinnamon
6.033683306,8.719487854,48.6902041,68.54657796,68.88921265,Cinnamon
5.54770753,8.427639588,63.63137768,65.43736097,82.00883764,Cinnamon
6.435477038,9.700334696,59.86216799,62.11106086,78.09627393,Cinnamon
6.251023239,13.14220695,54.53180378,62.04611429,70.15886696,Cinnamon
5.631442719,11.67028053,75.63279328,66.44295905,78.26916792,Cinnamon
6.274866936,7.797002113,56.68149523,67.32737828,68.46341556,Cinnamon
6.18835106,9.940683966,74.45733189,66.86535127,80.45378577,Cinnamon
6.083269449,13.09811173,71.31552566,66.95262235,85.71784063,Cinnamon
5.576290903,14.39495728,62.11859346,63.53202796,81.06470397,Cinnamon
6.34887926,7.507223729,75.87222378,69.87658735,79.98285537,Cinnamon
5.982682667,5.418823414,77.18179943,61.71134233,73.9484306,Cinnamon
5.905701489,11.23237261,53.35206362,69.65184738,76.15863888,Cinnamon
5.611045754,14.10588926,69.03259891,66.90571205,78.27868497,Cinnamon
6.45341968,5.364486462,57.33978804,67.29468734,68.1825657,Cinnamon
5.849217427,8.368133936,62.0009694,67.15322189,68.43233279,Cinnamon
5.54213454,14.99019722,40.36668855,64.71041769,75.25435635,Cinnamon
5.512986029,9.933317075,57.31707726,66.98429872,84.22659843,Cinnamon
5.611602623,14.26770046,79.11519286,67.18739933,77.86042893,Cinnamon
5.653201946,12.41502582,54.75525188,66.62611965,73.80269249,Cinnamon
6.194872605,12.48078969,55.59369704,67.52389027,81.50306675,Cinnamon
6.47874467,10.99569071,55.64007942,62.16294972,78.72779627,Cinnamon
6.277025061,5.514793484,65.15318609,69.41912997,81.13114602,Cinnamon
6.065471808,10.08083258,75.40213796,61.69141363,76.92308652,Cinnamon
6.056110065,10.95500201,54.66679527,67.75881106,81.09238125,Cinnamon
6.340925476,14.57321696,57.53540258,66.8713837,75.53364761,Cinnamon
6.106872971,11.98229005,62.90064789,67.5883562,68.94199132,Cinnamon
6.354227719,7.749054846,71.87737751,64.46758796,72.34285335,Cinnamon
5.632043494,12.92562385,66.88504601,61.68694593,85.63046996,Cinnamon
6.129143609,5.455744348,48.2784769,64.67359032,84.75847006,Cinnamon
6.386996132,9.849445468,50.21214767,65.0747173,73.525929,Cinnamon
6.487427991,8.592431727,54.36230759,66.29812516,70.5888362,Cinnamon
6.372130247,14.32557934,74.01886781,65.90415192,77.67721482,Cinnamon
5.676183978,6.521990464,50.05456094,65.90421022,82.14568969,Cinnamon
5.560714399,12.44978328,65.50109605,66.04497812,70.74184705,Cinnamon
6.232887039,8.528338842,44.94522209,66.07477173,78.39298671,Cinnamon
5.858912597,14.66593192,62.97536813,67.37167981,77.11739188,Cinnamon
6.099435106,11.37364214,48.31040166,64.48751848,85.92184039,Cinnamon
5.880398147,5.812877549,78.02302403,61.81864093,70.49581114,Cinnamon
6.420567476,6.747351576,48.51036558,60.36489456,75.80118821,Cinnamon
6.168810375,13.21857404,48.93806529,69.67467123,83.52851111,Cinnamon
6.325463657,14.55322532,48.3548776,66.20136246,77.78270645,Cinnamon
6.400889578,7.163904785,67.94786335,68.37958832,80.98539076,Cinnamon
6.490166051,14.18584579,72.39558217,60.53254307,80.00452864,Cinnamon
6.145551376,14.64009698,45.25706958,62.17894731,76.40850642,Cinnamon
6.274488021,12.05374558,74.20304797,66.87342209,78.69569423,Cinnamon
6.325245365,10.28952948,76.31562193,67.81586561,84.13733673,Cinnamon
5.526820833,14.32736603,42.64210679,69.65848236,74.08598794,Cinnamon
6.146245528,7.057510837,69.48076956,67.22830927,76.64035323,Cinnamon
6.297194006,8.142133059,45.51948732,67.9883524,68.63338242,Cinnamon
6.0087521,5.392329864,54.5105292,60.11080374,69.41321453,Cinnamon
5.981696279,7.03175255,78.899084,67.70376552,77.65675547,Cinnamon
5.677870522,6.13227979,44.07995692,68.59245084,68.93421101,Cinnamon
6.262581971,5.624092689,50.36592357,60.27846912,79.49413975,Cinnamon
6.30232428,14.53294689,51.14439312,67.75486775,73.85794106,Cinnamon
6.128197606,13.79107012,53.5765018,62.3282565,74.00040059,Cinnamon
5.982542424,10.59099975,47.35715339,65.15629666,68.55196861,Cinnamon
6.202847012,14.87764562,76.11689661,68.27132432,76.15248955,Cinnamon
5.580601672,12.02955878,77.72531121,69.60071935,82.75813014,Cinnamon
5.775053812,5.93917385,76.32080939,69.93108422,70.59705957,Cinnamon
5.64963988,7.934228023,61.00058113,61.75639429,70.69355185,Cinnamon
6.004832395,9.228276505,54.72926251,68.18863125,74.8523714,Cinnamon
5.83120989,12.24923556,51.73585123,61.92423839,84.57407168,Cinnamon
6.293652643,14.30444373,58.466062,61.05183832,81.98116878,Cinnamon
6.27311531,14.86556618,77.32108288,63.30030763,68.62723809,Cinnamon
6.177267718,9.88180215,53.61825408,65.42769326,68.0818595,Cinnamon
6.015268298,9.311615796,43.59518696,67.56864686,78.97128468,Cinnamon
6.22163407,14.1900147,40.56763376,60.55677107,70.06652552,Cinnamon
5.950564973,14.49267297,78.41297012,62.04687459,83.44657277,Cinnamon
5.640675629,12.75396876,62.80801795,67.5322446,76.37953146,Cinnamon
5.587810422,6.116013868,50.37128695,61.2297025,70.99347375,Cinnamon
6.037970336,7.372997889,52.48308007,63.37603179,68.59249549,Cinnamon
5.785619108,9.508776898,69.76258842,68.33633327,80.82023029,Cinnamon
5.668952587,10.42527466,75.84278972,68.23188737,81.57378711,Cinnamon
5.744943585,8.679101571,76.6432785,67.20511607,68.10264401,Cinnamon
5.687900141,8.044872283,58.43695339,68.70465529,83.23505342,Cinnamon
5.799841171,6.08731475,55.85515976,60.09015901,80.93032467,Cinnamon
5.910076528,9.868061041,78.59403162,64.90870048,76.62887006,Cinnamon
6.030840622,6.199270142,43.82013409,69.52020363,68.69301061,Cinnamon
5.834661339,12.81078126,49.65905268,68.77310006,70.91675858,Cinnamon
5.967524914,10.71677324,56.47961934,66.79698521,81.42151786,Cinnamon
5.787965505,10.20563303,60.89487708,67.20523783,70.35416564,Cinnamon
5.903841289,14.15868501,48.02853531,67.56951052,82.80348192,Cinnamon
5.891555001,8.637963684,60.16226114,62.24102283,79.39631564,Cinnamon
5.974125964,8.907080867,50.63188554,68.15936139,78.55134985,Cinnamon
5.590701684,5.280077634,67.25104205,69.68700919,84.56550553,Cinnamon
5.869393656,10.34991257,45.6063983,60.85144819,76.09637771,Cinnamon
6.137932627,5.604091429,43.38049176,66.72314421,71.94297229,Cinnamon
6.319044473,7.823359317,40.13139986,67.64405988,68.92127604,Cinnamon
5.665781434,11.47659656,74.32446041,60.89487973,78.32126198,Cinnamon
6.345602749,13.21496124,65.87321391,63.54425168,73.64362653,Cinnamon
5.817439723,13.56247134,77.90190347,68.2057052,76.96592145,Cinnamon
5.538135238,10.72062633,68.50239633,60.26459292,83.31274764,Cinnamon
6.304501365,8.522928548,45.48034683,69.03988561,81.56735143,Cinnamon
6.250174804,7.116798857,47.26366655,69.46267012,74.50399365,Cinnamon
5.577046491,6.658090493,40.00599248,60.85589059,73.3837976,Cinnamon
5.579515749,12.75130214,57.84328832,60.88168328,79.52113911,Cinnamon
6.413234955,14.66470831,58.54314922,69.56710716,71.21071459,Cinnamon
6.323954964,5.473543333,66.67392961,65.23452476,78.11767579,Cinnamon
6.126178494,11.47600488,67.66477081,66.34622007,69.39416353,Cinnamon
5.638939058,10.48083617,52.86605097,61.0044463,70.26781466,Cinnamon
6.338271522,10.07375299,40.22640549,68.72637915,71.98618284,Cinnamon
5.602589392,9.086016562,76.49455038,65.65864468,81.72430709,Cinnamon
5.805579057,10.26589169,69.66596375,68.10952326,85.22842664,Cinnamon
5.879487921,6.483572947,61.65583582,65.06506249,83.29828797,Cinnamon
6.2441703,13.78332996,48.22783136,69.50665448,85.42176916,Cinnamon
6.338976757,5.427038698,58.89954876,66.22254778,75.93011022,Cinnamon
6.213116488,5.156851043,49.57004061,60.23219052,73.8578695,Cinnamon
5.681100744,10.79256542,42.33732839,68.37948276,73.54406334,Cinnamon
6.425026259,9.850435652,57.11899639,60.96294048,74.04371808,Cinnamon
5.675014272,10.91786173,60.35599401,61.77680684,81.35662236,Cinnamon
5.588332036,6.571536336,55.05795949,65.4126259,84.20431018,Cinnamon
6.258444876,10.36731738,77.83185391,66.19242663,74.3486985,Cinnamon
6.092378591,7.672767628,41.83172054,64.17950574,79.13151657,Cinnamon
6.03878796,7.308092049,41.4484457,63.68925001,82.48704891,Cinnamon
6.135017622,6.362194627,40.22251788,63.30988445,78.77182922,Cinnamon
6.474028037,8.508184416,79.89035511,66.60698193,74.97562174,Cinnamon
5.956886833,8.067730076,72.15996545,65.03551792,78.28260069,Cinnamon
5.826529344,5.365450193,64.33711535,67.35049387,78.66577364,Cinnamon
5.945391801,5.679680395,75.14752233,60.65454641,78.9810187,Cinnamon
5.670825921,13.82116971,41.18925899,69.90591376,75.24889758,Cinnamon
6.449408402,6.685713942,52.93459958,63.21829287,80.6925834,Cinnamon
5.789245609,14.22366992,72.14248827,68.38998055,74.43915522,Cinnamon
5.709827453,8.504504175,69.56313278,64.35157873,85.88131757,Cinnamon
5.58488218,13.85033763,69.58698862,67.6527864,69.53001622,Cinnamon
5.61734529,13.79066232,57.38478254,63.73967621,76.6207471,Cinnamon
6.212595109,6.11831332,78.6686689,63.53479168,81.65059203,Cinnamon
6.281946149,10.15410998,53.19618045,63.04718719,70.38690983,Cinnamon
5.598228864,9.261890698,75.1052534,67.78585034,72.67469681,Cinnamon
5.764427048,6.283557509,77.554995,65.42390897,84.59273674,Cinnamon
5.776291543,10.38079396,60.89935023,68.66915855,83.31102247,Cinnamon
5.77460867,14.94393677,75.4273386,68.4296913,76.50942266,Cinnamon
6.450552328,6.971578413,60.42147703,65.45175066,74.82599998,Cinnamon
6.196627793,6.501189565,71.69023023,61.37742691,69.20227873,Cinnamon
5.533106963,9.755344284,61.55974868,66.35182146,73.08969258,Cinnamon
6.051607711,12.96278395,68.231687,65.83252966,74.82758563,Cinnamon
5.601247056,13.16091734,47.35928649,64.80866898,79.55465826,Cinnamon
6.396607295,6.750655626,64.23330022,69.19435061,73.77473382,Cinnamon
6.43577355,11.94010699,68.12707375,60.53157996,77.67297042,Cinnamon
6.074250819,11.94032273,55.24295974,69.57894743,76.29463625,Cinnamon
6.131822153,8.474713157,63.3044569,64.24508467,85.28955927,Cinnamon
5.747721283,7.038105514,43.90794676,63.56715371,85.84079536,Cinnamon
5.759573799,9.916193805,69.86791782,65.12919979,74.87883854,Cinnamon
6.42926091,5.32472833,46.85799933,61.83080538,68.5200859,Cinnamon
6.324906375,11.7846942,45.69921972,65.83573315,78.87350449,Cinnamon
5.756598878,12.16061172,75.23980056,69.96002913,74.90712393,Cinnamon
5.979950477,6.642881639,72.63562496,64.42003018,72.67013303,Cinnamon
5.917383687,13.90125682,52.40187233,65.81697891,85.63508826,Cinnamon
5.714320703,6.74692861,66.41843693,67.06983761,70.01995867,Cinnamon
6.097127523,10.45133828,70.26388488,64.71948895,71.24291151,Cinnamon
6.383342226,7.082099063,76.52409187,65.41440988,74.58762526,Cinnamon
6.370639552,12.03728242,78.43325168,61.5482005,72.49397441,Cinnamon
6.095068827,6.867456053,50.00191186,62.29271929,78.87279121,Cinnamon
5.532551866,6.020753632,42.40495456,68.25351864,77.13413224,Cinnamon
6.365628487,8.732105817,70.22016928,65.20099649,77.27363279,Cinnamon
6.262250389,13.84337654,58.66371817,67.23212739,75.86848438,Cinnamon
6.465563552,10.396253,44.59053711,61.74157966,79.77705898,Cinnamon
6.058074637,12.2983572,77.11191462,61.8960214,70.01154518,Cinnamon
5.930536301,7.635838468,72.64377011,61.99030225,82.8572734,Cinnamon
6.440333971,11.57206766,56.29156961,60.62214704,85.59271536,Cinnamon
5.716210451,12.84619555,50.7153749,68.31148916,72.34100328,Cinnamon
6.11274645,14.28863621,59.65140253,68.20190807,77.48236075,Cinnamon
5.545381311,5.658026253,78.92657845,68.37325038,77.8495414,Cinnamon
5.627924448,8.525380918,72.41174144,62.21228479,76.6829878,Cinnamon
5.885256041,10.08543762,41.97715273,68.05728391,78.27705808,Cinnamon
5.759583807,12.90539169,55.36690076,68.99270238,85.68005957,Cinnamon
5.778333368,10.77558483,78.10119522,63.50802683,84.27436653,Cinnamon
5.717228808,14.66247471,44.69527518,64.98006368,84.61492606,Cinnamon
6.145533493,13.07361025,64.98796829,60.63441779,68.61647004,Cinnamon
6.172935944,7.069519239,78.33240091,68.06781441,70.3939739,Cinnamon
5.668592137,10.38135112,48.35155529,60.83539665,79.17176864,Cinnamon
5.791964208,7.763362271,49.97265778,65.98341731,82.5298088,Cinnamon
5.554561802,7.822209735,71.21742405,69.84847027,76.76111257,Cinnamon
6.131912752,6.365235435,52.20533595,66.79776807,73.66264536,Cinnamon
6.131755574,13.91003351,77.7122106,65.36112168,80.32021988,Cinnamon
6.481709559,6.542247861,71.80380758,67.02782972,70.34236994,Cinnamon
5.994569859,8.957870363,68.19111442,60.88779066,77.37158523,Cinnamon
6.062494429,8.14924087,76.7914442,63.96851859,76.03146489,Cinnamon
5.638352504,13.62667065,46.74563227,66.23471281,71.64340417,Cinnamon
6.184001621,10.89453289,79.94846329,62.22785653,78.96851026,Cinnamon
6.242405689,11.95143121,57.53679174,69.20235213,69.81799331,Cinnamon
5.786673372,12.62430996,41.6376306,60.62858956,75.74689889,Cinnamon
5.500420585,10.79738839,42.89856004,66.88667453,76.74103292,Cinnamon
5.902406906,9.674038616,44.51541459,68.48004871,82.74119786,Cinnamon
5.674819953,12.86989184,45.69221264,60.13028042,78.5764783,Cinnamon
5.811730943,6.104664447,78.70317867,61.24919881,68.30001314,Cinnamon
6.096054205,9.054963203,78.56662638,64.88572388,68.5811179,Cinnamon
6.111661007,8.77772736,49.83885851,64.25467247,80.07543935,Cinnamon
5.702944906,5.443572043,68.25409844,69.57732748,73.15226176,Cinnamon
6.394936679,8.299218675,71.72996464,63.9724106,80.48496683,Cinnamon
6.002905514,14.52330126,42.48587474,60.8848782,72.38568567,Cinnamon
6.104657552,6.442669137,46.8158383,63.81754788,70.93678054,Cinnamon
5.899660918,9.613103403,40.38820674,60.71239096,85.85747542,Cinnamon
6.19426161,11.99217904,55.91691174,67.86973933,82.09582858,Cinnamon
6.276180717,12.01661703,62.77114686,61.83258567,73.38628752,Cinnamon
5.861204888,9.448624162,48.08468288,68.50850165,75.52945847,Cinnamon
6.031047238,14.60396269,74.77331291,65.50173072,85.32638744,Cinnamon
6.025843281,9.877886944,74.93251103,68.93044488,84.9209157,Cinnamon
5.948057961,7.100311958,64.20992883,64.07584151,79.73080311,Cinnamon
6.322103104,12.63062045,66.50910581,68.64950368,75.84358303,Cinnamon
6.128517257,10.58323924,64.17037741,64.61593063,79.05383794,Cinnamon
6.221677824,5.557855019,44.92940039,66.12557289,74.48889529,Cinnamon
5.586386138,11.15858117,63.14985055,68.79747455,73.72049969,Cinnamon
5.518811883,13.56393995,45.68319948,69.11576654,74.9573981,Cinnamon
5.924138973,7.915583176,43.74828523,66.02826922,81.10629007,Cinnamon
5.785902888,11.78897672,65.67456595,61.69535186,85.74815201,Cinnamon
5.81363963,14.22563707,63.22362536,61.14305294,69.52604963,Cinnamon
5.945579968,8.701853437,74.20979722,63.9691023,74.66197775,Cinnamon
6.335873566,8.602971208,79.6617962,68.23283044,72.20274202,Cinnamon
5.694579622,12.52240745,79.25457874,60.86014727,75.26430712,Cinnamon
6.275981363,6.984490766,40.10458964,63.5862951,74.4035845,Cinnamon
6.466964649,13.66251247,71.80143428,66.4761662,76.46027944,Cinnamon
6.297037482,13.84439781,73.20768958,63.757731,74.81664892,Cinnamon
5.843089785,13.48038606,58.62173734,65.1429924,71.77730737,Cinnamon
6.061319504,9.48730139,66.77633079,64.31318074,83.68228295,Cinnamon
5.875375176,6.111835964,67.9070692,66.14586114,83.07880551,Cinnamon
6.058981605,11.46074748,41.8651555,66.84026187,70.69213191,Cinnamon
5.514947822,6.879354223,78.35504256,63.27728377,75.96378053,Cinnamon
5.506674966,6.822066627,56.62854362,64.6409032,69.29967088,Cinnamon
6.301343669,10.29254142,62.82336826,65.05221221,85.84631411,Cinnamon
6.188551517,13.89461105,49.3236041,67.05875466,78.79372043,Cinnamon
6.026590678,9.010449405,55.58180271,62.62317441,82.83834462,Cinnamon
5.885098463,10.88243766,63.21244895,69.85033991,81.01498833,Cinnamon
6.147954175,10.99884956,47.81387446,60.12448812,71.2414754,Cinnamon
5.786948191,10.60935945,49.57763917,64.46885928,70.58863931,Cinnamon
6.320520698,12.02813882,55.715211,69.73855428,70.53304426,Cinnamon
6.268709851,14.64956547,44.28444495,61.90390814,73.43042885,Cinnamon
5.703221396,12.43735968,58.68415016,65.54991025,72.6684406,Cinnamon
6.227503956,14.40833445,64.55253633,68.01720865,81.06377438,Cinnamon
6.285803526,9.579414814,55.77501035,65.83230642,79.01840466,Cinnamon
5.676096748,6.3333961,72.17916647,65.08762286,68.12229069,Cinnamon
6.41995432,12.66281979,46.9652823,65.30330369,82.44975826,Cinnamon
5.809895252,14.49627135,54.07860216,69.10624536,85.87767403,Cinnamon
5.985689362,13.51925908,72.70812392,66.32638032,73.12834635,Cinnamon
6.482942055,7.368243641,46.74095831,66.23627225,77.87414801,Cinnamon
5.972760644,11.56196604,65.11737772,69.39017922,73.35927833,Cinnamon
5.64224464,10.78311504,49.3558978,61.02281385,85.93755554,Cinnamon
5.931096506,14.46879411,69.87740608,61.39459065,68.55346395,Cinnamon
5.778474938,14.9846733,79.0375074,62.56356832,73.77661828,Cinnamon
5.658484335,6.864025939,69.48809915,69.56928177,82.56337931,Cinnamon
6.137272606,7.299756078,48.13928304,64.14714799,68.44465106,Cinnamon
5.810132453,10.24710013,43.53836575,67.85802751,76.60225756,Cinnamon
6.28766163,9.567807474,75.3347707,64.20173774,77.64182566,Cinnamon
5.600153916,11.45668608,54.33515727,67.20360812,81.40478195,Cinnamon
6.003185216,10.95845098,72.8409554,67.40467035,75.94688369,Cinnamon
5.583157424,14.50163914,70.89563823,65.28768389,83.6065114,Cinnamon
6.239194379,6.584587428,69.69167044,65.66952832,73.18807361,Cinnamon
5.518835787,7.802109639,67.44355434,61.33232896,68.40811238,Cinnamon
6.152724507,13.17315665,50.85773336,63.31992238,83.29581203,Cinnamon
5.837200178,8.523248085,63.33587394,67.16365889,84.40574698,Cinnamon
6.217741409,14.87137395,71.44118585,69.77715891,74.78173271,Cinnamon
5.913453456,8.204400765,64.97616756,61.68897372,73.96001772,Cinnamon
5.710498663,14.83206574,73.7464827,64.94819712,84.87821738,Cinnamon
6.160004308,11.12319794,65.4762353,60.41338075,77.91187752,Cinnamon
6.493281954,9.325313079,65.88596899,69.05156459,73.47131105,Cinnamon
6.459404324,13.96125148,63.12398063,66.57529476,74.47853424,Cinnamon
5.578018987,5.08248456,49.53900046,65.21494802,74.3774776,Cinnamon
5.609651079,10.2356617,45.98812932,66.48556267,84.48951749,Cinnamon
6.276182876,7.490022188,57.01437751,65.25479004,85.62090246,Cinnamon
6.193297474,12.84196428,40.17402611,68.35793229,77.16885293,Cinnamon
5.546747652,9.946786012,79.01194779,69.81975115,73.97828012,Cinnamon
5.998760392,11.39411489,54.57171953,61.65560307,85.28637065,Cinnamon
5.885876825,10.76681762,51.41514301,69.66304482,78.95486612,Cinnamon
6.123016966,14.42597576,46.12521554,62.84026089,71.84366314,Cinnamon
6.066772486,12.67760711,61.5784109,67.46291196,73.68537444,Cinnamon
5.757497305,11.51084057,66.40301014,64.76069344,78.77357118,Cinnamon
6.421875571,7.083594959,62.42061018,66.23766918,69.92785098,Cinnamon
5.575511889,14.62641434,62.07461988,61.95143741,74.11902494,Cinnamon
6.283352109,10.07549562,55.93107037,61.27707555,70.8609491,Cinnamon
5.681325251,14.97073595,75.60599047,68.08033137,75.80647219,Cinnamon
6.446956205,13.80446921,54.08006913,63.07133775,78.43514958,Cinnamon
5.52419875,11.0822135,48.80654965,61.01217707,70.09622889,Cinnamon
6.368298596,13.36529644,69.77484396,69.48024801,71.48244676,Cinnamon
5.975613398,6.840879349,71.5548175,67.77617045,75.26773696,Cinnamon
6.206961408,9.424542514,49.15038857,66.94436024,69.55580466,Cinnamon
5.518200635,11.85564434,64.29116029,68.08586689,81.98631158,Cinnamon
6.10755863,5.869329075,63.70161938,60.81049858,80.97781633,Cinnamon
5.897967938,10.9791234,79.76760982,67.10698802,69.78105743,Cinnamon
6.075593683,8.217749126,73.64561973,68.56221065,85.48352386,Cinnamon
6.186116189,5.178366675,46.57291868,66.56360973,70.91905896,Cinnamon
6.235543162,9.293761539,69.20792202,62.17319927,81.98332797,Cinnamon
5.911337744,12.0957684,69.44820707,65.28551433,83.80814718,Cinnamon
5.706014651,8.102191971,63.21781917,64.21428185,79.66302581,Cinnamon
5.984622322,11.97495321,61.49431688,67.99198906,83.50638793,Cinnamon
5.682030571,8.535671547,42.39742612,61.44447504,70.29336994,Cinnamon
5.77019425,13.45080417,72.00201834,60.85949835,70.73837184,Cinnamon
5.935562481,6.966309068,78.71485686,69.59106232,74.49314008,Cinnamon
6.173742192,7.142299015,44.09841067,69.8884219,75.74742646,Cinnamon
5.93929321,13.43899056,69.51482074,61.38878357,82.20084193,Cinnamon
6.332299218,12.89765279,46.259401,64.3250255,84.00707055,Cinnamon
5.702371159,10.28543243,52.27102895,64.74708,82.28587756,Cinnamon
5.801535345,8.42330823,69.90354154,62.03812394,84.95195572,Cinnamon
6.321887049,11.69419643,45.97116777,64.49142683,77.54131869,Cinnamon
5.734036024,9.916565888,74.60667702,65.88111307,81.35165714,Cinnamon
6.034343974,10.34359501,62.19417403,68.56298048,78.68874968,Cinnamon
6.342186545,12.39474503,54.66606966,61.70650378,84.1504113,Cinnamon
6.332758998,9.374417952,62.16407733,68.55264072,74.64764798,Cinnamon
6.060860292,12.05558274,60.12695053,61.27849401,83.5182581,Cinnamon
5.873982426,5.402713329,50.60371688,63.19642237,72.00494082,Cinnamon
6.00328454,7.533074669,62.31712965,60.45590412,70.1599676,Cinnamon
5.700947761,5.858973797,58.85946602,60.75744661,78.01608246,Cinnamon
6.246478007,12.70198366,61.4110384,67.62830028,71.36843997,Cinnamon
6.339661133,5.194581461,50.28843362,61.7102802,85.68311585,Cinnamon
5.732809714,10.5692536,44.04838749,64.89756043,79.4123841,Cinnamon
5.603510585,6.102703714,79.72974664,67.23790132,78.77802517,Cinnamon
5.767297959,8.91283608,75.08250006,69.80445204,80.23146928,Cinnamon
6.263783715,6.576465783,70.08985644,69.94405518,83.34840786,Cinnamon
6.355321997,11.74553491,69.80088965,64.81575278,72.92940993,Cinnamon
5.71966009,6.973100334,66.24982477,69.32473767,77.12938756,Cinnamon
6.084537248,8.113405785,79.66237689,64.46972205,69.9403311,Cinnamon
5.79367789,14.36819559,45.88258718,61.66549586,73.5575062,Cinnamon
5.900644967,12.7994374,62.97987947,60.50318299,73.80661507,Cinnamon
6.302168995,12.09382469,40.37377725,61.31740154,75.18066765,Cinnamon
5.501074692,10.94924728,40.12587671,63.92745752,71.46631153,Cinnamon
6.023447901,10.24595667,52.91829997,60.88679778,85.13718775,Cinnamon
6.429485434,14.6315135,42.26646289,67.22349381,81.09685897,Cinnamon
5.689571553,9.171137519,71.48186318,65.11050309,84.18661594,Cinnamon
6.38047864,5.269167633,76.59175071,68.91418777,84.85107648,Cinnamon
5.981105091,12.62189618,68.25742376,66.07464447,71.80252665,Cinnamon
5.879694117,11.66407011,72.93471265,67.17721964,84.378864,Cinnamon
6.320747347,12.2662913,64.47719192,60.21051261,74.8112991,Cinnamon
